user_id,conversations,company_name
115716,"Customer: @Ask_Spectrum I have now spent 10 hours on the phone trying to get a dead person's account change-you are horrible
Company: @115716 My apologies for the experience you have had.  This is something that would need to be taken care of at one of ou... https://t.co/P7XCmTzPQj",Ask_Spectrum
115717,"Customer: Yo @Ask_Spectrum, your customer service reps are super nice— but imma start trippin if y’all don’t get my service going!
Company: @115717 Hello, My apologies for any frustrations or inconvenience. I’d be happy to look into this for you? ^MG",Ask_Spectrum
115718,"Customer: My picture on @Ask_Spectrum pretty much every day. Why should I pay $171 per month? https://t.co/U6ptkQa5Ik
Company: @115718 I apologize for the inconvenience. I will be glad to assist you. Can you DM me your Name and acct # or phone #? -JB",Ask_Spectrum
115718,"Customer: I’ll do it LIVE so there is no confusion. Paul Garrison 850.266.3576 https://t.co/5GI1Wh765p
Company: @115718 I apologize. The number provided is not bringing up an account. Can you DM me your full address, please? -JB",Ask_Spectrum
115718,"Customer: @americanair - Can one prepay checked bag fees upon online check-in before arriving to the airport?
Company: @115718 Baggage charges can only be paid for at the airport, either with our team or at a Self-Service Kiosk. We'll see you soon!",AmericanAir
115718,"Customer: .@115817 When you don’t deliver the Next Day when someone pays for Next Day. It should include Saturday delivery. Next Day doesn’t mean 4 day.
Company: @115718 The shipper has the option to choose Next day Saturday delivery. Your shipper did not choose that service.^DS",UPSHelp
115718,"Customer: Hey @UPSHelp How late will next day air early a.m. for today be delivered. Still waiting. https://t.co/KbzFVqWNbz
Company: @115718 Let us look into this for you. Please use this link to DM us with your tracking number. ^KG https://t.co/wKJHDXWGRQ",UPSHelp
115718,"Customer: @AmericanAir - What if a passenger does not have the money for a bag fee when they arrive at the airport? How is that handled?
Company: @115718 We offer third party payments, but that's more expensive, Eddie.",AmericanAir
115718,Customer: @AmericanAir - What if a passenger does not have the money for a bag fee when they arrive at the airport? How is that handled?,
115718,Customer: No. Already reached out to @AmericanAir and the passenger has to pay at the counter upon check in. There is no way to prepay bag fees. https://t.co/JRuIsRM9yk,
115718,"Customer: No. Already reached out to @AmericanAir and the passenger has to pay at the counter upon check in. There is no way to prepay bag fees. https://t.co/JRuIsRM9yk
Company: @115718 Our apologies for any wrong info given, but baggage charges are a pre-payable item. Please call 800-433-7300 to set it up.",AmericanAir
115718,"Customer: Hey @UPSHelp any chance I receive my package today? It still doesn't show 'Out for Delivery'. It's been in Orlando since 10/13
Company: @115718 Today is showing as the revised delivery date. We will need to allow for the business day to pass for this delivery. ^CK https://t.co/wKJHDXWGRQ",UPSHelp
115718,"Customer: Please tell me today is the day I receive my Next Day Air package from 10/13 @115817 https://t.co/L3oH8QQeaH
Company: @115718 I'm so sorry that this shipment hasn't been scanned. DM me so that I can help you get an investigation started. ^ML https://t.co/wKJHDXWGRQ",UPSHelp
115718,"Customer: So @115817 nothing on my package then, eh? Next Day Air 🤔🤔🤔 https://t.co/5EyptXT5ja
Company: @115718 I'm sorry you haven't received your package. Can you please DM your tracking number? I want to get a closer look at this. ^AZ https://t.co/wKJHDXWGRQ
Customer: @UPSHelp @UPSHelp - Sure. The more the merrier https://t.co/2cDWNjo0ig",UPSHelp
115718,"Customer: So I take it @115817 @UPSHelp that I will never see this package &amp; will never be provided any explanation other than”it’s lost”?
Company: @115718 I do apologize that this happened with your package. Any other updates would need to be discussed with the UPS store. ^AC https://t.co/wKJHDXWGRQ",UPSHelp
115718,"Customer: @Ask_Spectrum - This is still an issue. Need a tech PDQ so I can use the services I pay for. https://t.co/a2h7SajiYW
Company: @115718 I apologize for the delay in response. I would be happy to set up a service call for you. Can you please DM your ... https://t.co/0Q9QhvN3Qa",Ask_Spectrum
115718,"Customer: @AskPayPal - What is the limit on adding funds with just the regular one business day processing time? This is a PayPal Business Account.
Company: @115718 Hey there. Sorry for the delayed response. Please send us a DM with your PayPal email address. I will be happy to help. ^BV",AskPayPal
115719,"Customer: somebody from @VerizonSupport please help meeeeee 😩😩😩😩 I'm having the worst luck with your customer service
Company: @115719 Help has arrived! We are sorry to see that you are having trouble. How can we help?
^HSB
Customer: @VerizonSupport I finally got someone that helped me, thanks!
Company: @115719 Awesome! If you ever need us we are just a tweet away.
^HSB",VerizonSupport
115720,"Customer: @VerizonSupport My friend is without internet we need to play videogames together please our skills diminish every moment without internetz
Company: @115720 Have your friend message us.
^ACM",VerizonSupport
115721,"Customer: @115722 tried to pay a bill for 60 days. No service, rude CS, and several transfers. Look up my equipment # and give me an acct #!
Customer: @115721 Are you referring to wireless or residential service?
^JAY
Customer: @115722 Nobody can find my account or number. I walked out of a store with this. I've explained that they can find my acct via my devices serial #..
Customer: @115721 Hello Duke, Do you have a copy of your bill? What state are your services located in?
^NHP
Customer: @115722 MD. And this was sent to the wrong address https://t.co/dMQ1WZXJOk
Company: @115721 Please follow and DM us so that we can look into this order. 
^HSB
Customer: @VerizonSupport What else can I provide? They refuse to help me because they cannot validate the account...
Company: @115721 We would not be able to verify anything without authenticating your account.
^JAY
Customer: @VerizonSupport How? I have my phone number and email, that's it. How did I get equipment and service? I'm literally trying to pay and nobody can find me?
Company: @115721 We can use the order number to locate the account but will need to do so in our secure one on one chat. Please follow and DM us. 
^HSB",VerizonSupport
115722,"Customer: Planning a scary movie marathon? With Fios, you don’t need to fear a slow internet connection. https://t.co/FdsFNiBHbp
Customer: @115722 Fear being sent to collections for returned equipment!
Customer: @116750 Hello Jason, when did you return your equipment to us? Do you have the return slip?
^NHP
Customer: @115722 Lol. 3 years ago. Sent return slip to you 3 times. I had the collections agency stop with it because you are pathetic #yousuck
Customer: @116750 Have you reached out to Financial Service? ^NHP
Customer: @115722 I've reached out to anyone who would talk to me. #pathetic #gfy
Company: @116750 Please reach our Financial Services group at 888-780-3962. ^RMD
Customer: @VerizonSupport I'd rather chew glass than deal with you criminals.",VerizonSupport
115722,"Customer: Planning a scary movie marathon? With Fios, you don’t need to fear a slow internet connection. https://t.co/FdsFNiBHbp
Customer: @115722 No need to fear a slow internet connection unless your using Fios. My 100/100 connection has been laggy past few days.
Company: @479557 Oh no, is this happening with both wired and wireless connections? ^JRA
Customer: @VerizonSupport Yes
Customer: @479557 @VerizonSupport same thing with me?!
Customer: @406013 @VerizonSupport Mine is fixed I changed the channel that the WiFi broadcasts on to get rid of interference
Customer: @479557 @VerizonSupport how did you change it?
Company: @406013 What were you getting before and do you happen to have Fios or DSL services with us? ^JRA",VerizonSupport
115722,"Customer: Planning a scary movie marathon? With Fios, you don’t need to fear a slow internet connection. https://t.co/FdsFNiBHbp
Customer: @115722 Signed up for @115722 3 months ago, was promised $250 gift card for signing up. Now Fios says they are not sending gift card. SCAM
Company: @458538 We will continue to work with you over Facebook regarding this issue. 
^HSB",VerizonSupport
115722,"Customer: Planning a scary movie marathon? With Fios, you don’t need to fear a slow internet connection. https://t.co/FdsFNiBHbp
Customer: @115722 The scariest thing about Halloween is why I'm paying my hard earned money to such a trash internet company.
Company: @496265 We want you to get what you pay for. With no other active devices post wired results from https://t.co/ciXpcLmZp4 so we have an idea. ^JRA",VerizonSupport
115722,"Customer: From TVs to tablets, everything is amazing on the 100% fiber-optic network.
Customer: @115722 NJ statewide rollout? I don’t have Fios you total scam artists!!
Company: @188972 We're always expanding our Fios footprint. You can check for avail and status here.  https://t.co/z01kI8I9PX ^ACM",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 Annoying ad placed for audience who don't even have the FiOS on option.. up your advertising game @115940
Company: @200800 Noted! Thanks for the feedback. 👍 We'll be sure this gets passed on. For now, try: https://t.co/4jUgTZxAj7 to mix things up.",hulu_support
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 Fios is garbage https://t.co/fiDRblqpph
Company: @346688 Good afternoon, are you able to log in to https://t.co/gkmHFnzJtb at all? ^RMD",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 You are losing my business today. Unfathomable lack of customer care
Company: @525984 We can take a look at your account if you can follow and DM us. ^BCW
Customer: @VerizonSupport So I can endure another 45 min runaround with a customer rep who says ""nothing I can do"". . At least you train them to say ""I'm sorry sir""
Company: @525984 We want to help, just follow and DM us so we can get started.
^ACM
Customer: @VerizonSupport Is this another #scam to get more followers? @118448 what do you think?",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 Verizon Fios are thieves. They are trying to double charge my account!
Company: @533427 This sounds like a mistake that we need to investigate. Please follow and DM us to continue. 
^HSB",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 I have been calling since Friday and no one has done their job in helping me
Company: @533427 We can and would like to help. Please follow and DM us to continue. 
^HSB",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 I guess you’re going to have a lot of cancellations for cutting #univision 😡out of your channel  lineup .... bye #fios hello #optimum
Company: @627563 We understand the frustration. Please click the following link to get updated with this topic.  https://t.co/KNEqkkpqq3
^TXA
Customer: @VerizonSupport My mom pays Verizon to watch #Univision on her big Screen TV,if she can watch her shows with fios she will look for another cable network.
Customer: @627563 @VerizonSupport Sylvia your mom can get @117310 with @513570 for $10 a month. Also, try our 7 days free trial on https://t.co/YsQRVJMtPN",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 5 days since my installation appointment and Verizon is just ignoring my emails and calls... still haven’t got my service installed
Company: @400399 We can help Dilxon! Please follow and DM so we can continue. ^DDG",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 As a new customer as of September 18, 2017 I'm appalled that I've been on hold for 28:59 WITHOUT SPEAKING WITH ANYONE 😡😡just music non stop
Company: @411350 No need for long painful holds over the phone. We can help you right now! How can we assist! ^DDG",VerizonSupport
115722,"Customer: Get 100% of your smart devices with the 100% fiber-optic network. https://t.co/OHdEpYxxsP https://t.co/hzqLghSP1U
Customer: @115722 75% of time WiFi 5g does not work and Verizon locked me in to 3 yr contact.  Can’t hold on phone today to report no 5G Verizon Fios again
Company: @201379 Oh no, let us look into it for you. Are you able to connect to your 2.4GhZ?
^TNT
Customer: @VerizonSupport I jokingly ask is Time Warner interfering I just don’t know what to say
Customer: @VerizonSupport I can not reboot right now but thanks.
Customer: @VerizonSupport I am hooked up completely connected and consistently 52 drops it is so frustrating I’ve called in on this problem over and over
Company: @201379 Have you tried to reboot your router or factory reset it by pressing and holding the reset button on the back for 15 seconds? ^BCW
Customer: @VerizonSupport Thank you
Company: @201379 Everything working good for you at this time? ^RMD
Customer: @VerizonSupport I have 5G!  Thank you.
Company: @201379 Awesome! We are glad the connection is working. You are welcome. 
^HSB",VerizonSupport
115722,"Customer: Enjoy the fastest speeds up to 940/880 Mbps, available in select areas. Get the 100% fiber-optic network.
 https://t.co/lAfdaGTSGm
Customer: @115722 @VerizonSupport @115722  what can I do to speed up the process for my Fios request been
Company: @652955 Do you know if Fios is available at any nearby addresses? ^DDD
Customer: @VerizonSupport @VerizonSupport chatting with support as we speak to find apartments near my area who are ready for fios, contemplating moving to a fios ready apt
Company: @652955 Great. You are in good hands.^DDG
Company: @652955 We’re always looking to expand however we do not have an ETA as of yet unfortunately. ^DDG",VerizonSupport
115722,"Customer: Enjoy the fastest speeds up to 940/880 Mbps, available in select areas. Get the 100% fiber-optic network.
 https://t.co/lAfdaGTSGm
Customer: @115722 Ummm .. I think you mean kbps. https://t.co/k4g8xjiW47
Company: @225238 We'd like to work on your speed issue. Are able to run the router speed test through the My Fios app? This will help us isolate the issue to the router. ^DDD
Customer: @VerizonSupport Technically I got a 10x speed increase. I have a 75 “M”bps connection https://t.co/uq4Zn3ihQ1
Company: @225238 Understood, are you able to provide a wired test to minimize any wireless interference that can impact your speeds?  ^JRA
Customer: @VerizonSupport Much better with wired. What are my options ? https://t.co/Z97MQX71oK
Company: @225238 Thanks very much. Have you already tried factory resetting the router by holding down the reset button on the back for 15 seconds? ^DDD
Customer: @VerizonSupport Did the factory reset the other day and the speed was ok the other day. Today it’s down to ~1mbps again https://t.co/DFe8yKeE2N
Company: @225238 Are these speed issues on a wired or wireless connection? ^RMD
Customer: @VerizonSupport Wireless.
Company: @225238 Please test your speed wired using the link below. ^NHP
https://t.co/slGl1GjOFz
Customer: @VerizonSupport Wired speed is good. Around 60 mbps. Wireless is very bad.
Company: @225238 Do you have any wireless devices near your router such as a cordless phone, smart home device or baby monitor?
^NHP
Customer: @VerizonSupport No. No wireless device.
Company: @225238 Have you tried changing the channel on the router?
^NHP
Customer: @VerizonSupport It’s on auto. What is the recommended value?
Company: @225238 It depends on what other networks are using. If they are using channel 11 then you would not want to use 9,10 0r 11.  Have you tried the Wireless Wizard on ""In Home Agent""? Here is a link to it: https://t.co/MmOJtKTqAr
^FEM",VerizonSupport
115722,"Customer: Enjoy the fastest speeds up to 940/880 Mbps, available in select areas. Get the 100% fiber-optic network.
 https://t.co/lAfdaGTSGm
Customer: @115722 @115722 just had the worst customer service experience of my life. 10 YEAR loyal customer and you renew my account for 2 year contract in error!!! I called as soon as I noticed this problem and the customer service person was rude and inconsiderate.
Company: @803196 Let us help look into this for you.  Do you know when the contract was renewed? ^BCW
Customer: @VerizonSupport yes Oct 6 but didnt notice until thanksgiving evening , when my husband noticed our bill had fallen off of auto pay on credit card
Company: @803196 Did the agent say how the contract was renewed. ^KMG
Customer: @VerizonSupport I bought I phone x at Apple store fully paid then is my I phone x is locked to your carrier
Company: @803197 Let me partner you with our Verizon Wireless team @115990.  
^CAR
Customer: @VerizonSupport Yes she said over the phone. I don’t recall the conversation and searched my inbox for a confirmation email .
Company: @803196 Have you found anything in your email?
^JAY
Customer: @VerizonSupport No on Facebook chat and they said nothing can be done it is what it is #verizonfios
Customer: @VerizonSupport Yes they resent the email to me but i do NOT remember received it before",VerizonSupport
115722,"Customer: Enjoy the most reliable internet. Get the 100% fiber-optic network.
 https://t.co/903HNYTnt4
Customer: @115722 What an embarrassing, pathetic tweet
Company: @247165 Hi! How may we assist you?
^ADP",VerizonSupport
115722,"Customer: Enjoy the most reliable internet. Get the 100% fiber-optic network.
 https://t.co/903HNYTnt4
Customer: @115722 Definite reliable? 🧐 There is currently No service in NYC right now #verizonoutage
Company: @247763 Let us know if you need assistance.
^ADP",VerizonSupport
115722,"Customer: When you can download games in minutes with Fios, you have a lot of time left to set the scene. @47088 https://t.co/Cv3JJDRZcx
Customer: @115722 @47088 Fios the worst experience of my life.
Company: @376153 Hi Malcolm, is there something we can assist you with?
^FEM
Customer: @VerizonSupport No damage is done.
Company: @376153 Please let us know if we can assist you anytime. 
^TDC",VerizonSupport
115722,"Customer: Sign up for a qualifying Fios Triple Play before midnight Monday and unwrap an amazing gift of your choice. https://t.co/EvXM9GJtsD
Customer: @115722 Never fails, @115725 feed just total crap during pivotal points in football games. Had it. Starting a new life on Monday with a new cable provider.
Company: @422129 We are here to help, what happened?
^ACM",VerizonSupport
115722,"Customer: Congrats to Spencer, winner of our #Canelo vs #GGG viewing party. Enter future Fios sweeps for more chances to win. https://t.co/2Xk9Tr7HTW https://t.co/5PhCYG9gkP
Customer: @115722 I wish I could see the video but my Fios internet is too slow
Company: @474984 We are here to help, can you run a test for us at https://t.co/yMMRB4VWSM
^ACM
Customer: @VerizonSupport Been there done that. Two technicians just left my house. No use.
Company: @474984 Please follow and DM so we can continue. 
^DDG
Customer: @VerizonSupport This is what I get while paying for the giga service. Shameful https://t.co/ifruYhLaPQ",VerizonSupport
115722,"Customer: Streaming is only as good as your internet. So get the best internet with Fios. https://t.co/2yU98SgAeF https://t.co/jOrYpILcsN
Customer: @115722 Are there outages in Northern Virginia? My Internet is next-to-non-existent.
Company: @477240 Sorry to hear about the trouble. We have not gotten any reports. Do you get a red internet light after rebooting the router? ^JRA
Customer: @VerizonSupport It'll occasionally flash red but then it goes back to white. I'll keep trying.
Customer: @VerizonSupport My speed test is still abysmal.
Company: @477240 Oh no, with no other active devices post your wired results from https://t.co/GF6AJ2Pcb5 so we have a been mark to work with.  ^JRA
Customer: @VerizonSupport .81 mbps down, 2.35 mbps up
Customer: @477240 @VerizonSupport I'm around the same speed and pay for gig service.
Company: @477240 That does not look good. Post a screen shot of the test so we have a benchmark to work with. ^JRA
Customer: @VerizonSupport  https://t.co/qLqtV9V7Aq
Company: @477240 Please test the speed wired using the link below. ^NHP
https://t.co/WpLuJ1yk19
Customer: @VerizonSupport Will do, thanks.
Company: @477240 You're welcome Chris.
^NHP",VerizonSupport
115722,"Customer: Streaming is only as good as your internet. So get the best internet with Fios. https://t.co/2yU98SgAeF https://t.co/jOrYpILcsN
Customer: @115722 Websites are only good if they are working. Can't pay bill or use my rewards on the Verizon site. Please fix it.
Company: @186594 What is showing on that page when you try to go there? ^RMD",VerizonSupport
115722,"Customer: Streaming is only as good as your internet. So get the best internet with Fios. https://t.co/2yU98SgAeF https://t.co/jOrYpILcsN
Customer: @115722 Verizon has a lot of issues with connecting to streaming services like twitch in the NYC area. Some days completely unusable
Customer: @541020 @115722 Is working fine for me with fios
Customer: @125004 @115722 I said some days. Which isn't how it should be
Company: @541020 Do you happen to have tracerts for us to review? We know they were having issues a few days ago. ^JRA
Customer: @VerizonSupport I DM'd it to you guys last time and never responded.
Customer: @VerizonSupport All the person said was we'll investigate and never replied again
Company: @541020 Our apologies as the issue was found to be on their end as they had tweeted about the issue. ^JRA",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/jRSRSCeo7p https://t.co/z3EPgrnWJt
Customer: @115722 I love the speeds of 940/880 ❤️
Company: @125005 That's great to hear, my friend.  Enjoy those smokin' speeds :) ^BCW
Customer: @VerizonSupport @125005 Thank you. My FiOS family love ❤️ ^BCW
Company: @133223 Have a great Sunday! ^BCW
Customer: @VerizonSupport @133223 Thank you. ^BCW FiOS family love ❤️",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/jRSRSCeo7p https://t.co/z3EPgrnWJt
Customer: @115722 Sadly, Verizon's bullshit router (G1100) ruins the whole experience.
Company: @168875 What's going on with your service? We'd like to help. ^DDD
Customer: @VerizonSupport Try making a router that actually provides the promised speeds. THAT would help!
Company: @168875 Are you having an issue with your wireless speed?  ^CAR
Customer: @VerizonSupport @168875 If it's wireless, it isn't 100% fiber.",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/jRSRSCeo7p https://t.co/z3EPgrnWJt
Customer: @115722 That’s funny cause I have fios and my internet lags and has constant spikes especially on video games...
Company: @597638 Oh no, Have you run a speed test while wired to your router (https://t.co/jB1NmeGvuv)? If so what speeds were we getting? 
^FEM",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/jRSRSBWNfR https://t.co/9PSB10obkr
Customer: @115722 Hey FiOS until u guys bright the Spanish channel back what taking so long
Company: @263398 We are continuing to negotiate in your best interest for an agreement to keep Univision in the Fios TV lineup. https://t.co/F5ZN3GH1zR
^CAR
Customer: @VerizonSupport Okay 👌 I hope soon
Company: @263398 Yes. ^CAR
Customer: @VerizonSupport Because I don't want to miss gammy awards on November 16",VerizonSupport
115722,"Customer: Switch to Fios because gaming is best on a 100% fiber-optic network.
 https://t.co/3MobbEYrg6
Customer: @115722 come available in my area and I would. That will likely never happen though
Company: @514467 We wish we could but we are always expanding out business.   https://t.co/YH69S2lNSL
^ADP",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/jRSRSBWNfR https://t.co/OgrTZaF70U
Customer: @115722 Yep ❤️
Company: @133223 We love you too, buddy! ^CAR
Customer: @VerizonSupport Thank you. ^CAR I always love you back FiOS family love ❤️",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network.
Customer: @115722 what do you mean by fiber optic?
Company: @148387 We deliver our service up to the home using fiber optic cabling. More information can be found here https://t.co/gTcRUdoJJD
^HSB",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network.
Customer: @115722 I was supposed to get a call back about getting FIOS in my apartment but never did.
Customer: @521627 Did the agent open a ticket to verify if Fios is available? 
^NHP
Customer: @115722 I think so. She said she would call me back in a few days but it's been like a month now.
Company: @521627 Did the management call in to get this set up?
Customer: @VerizonSupport They said there wasn't enough interest but they didn't ask anyone. Lady on phone said some apartments had &amp; would see what she can do for me",VerizonSupport
115722,"Customer: Don't be like Ben. Switch to Fios because gaming is best on a 100% fiber-optic network.
Customer: @115722 Disappointed https://t.co/m42fq5qzjn
Company: @703686 Plase follow and DM us. ^RMD",VerizonSupport
115722,"Customer: Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/9VCczJLyxO
Customer: @115722 The nerve! Your TV service is like 10 yrs old tech. The internet is not anywhere what you promise. Shameless!
Company: @474984 Are you connecting wired or wireless like the check connectivity says? The wired connection will provide a more accurate result.
^ADP
Customer: @VerizonSupport Two-two tier techs came to my house and they couldn’t figure it out either. YES, NOT EVEN WIRED. Is so slow
Company: @474984 When the Tier 2 techs left, did they give you their next planned step? ^RMD
Customer: @VerizonSupport We talked to a supervisor. There’s no next step. I have to pay for gigabit connection to get 165/300
Customer: @VerizonSupport They say the speed is guaranteed only to the router, how good is that if you can’t even see half of that.
Company: @474984 Did they have a tablet with them to test the network?  Do you have a laptop, if so how old is it?
^ADP
Customer: @VerizonSupport They had whatever equipment Verizon gave them. Do you mean to say that their equipment is antiquated?
Company: @474984 They should have said what the issue was. Please follow and DM us so we can further assist. 
^ADP
Company: @474984 Saying they shouldn't have said they can't figure it out and close out your issue. If the equipment was tested. 
^ADP
Customer: @VerizonSupport Everyone blames the equipment. If Verizon can’t provide its own techs with the right equipment, how can you prove your service works.
Customer: @VerizonSupport @474984 I have been holding to speak to a representative for over an hour ....
Company: @603253 Sorry to hear about the hold and want to provide the correct support. Is this regarding your Mobile or Residential services?  ^JRA
Customer: @VerizonSupport Residential
Customer: @VerizonSupport My Fios TV
Company: @603253 Hello Barbara, How can we assist you with your TV service tonight?
^NHP
Customer: @VerizonSupport I need help with my TV in my family room..
Customer: @VerizonSupport Yes thank you
Customer: @VerizonSupport Can you check my account and give me a call....
Customer: @VerizonSupport Thank you...someone called and the problem has been solved...good night...
Company: @603253 We are happy to hear that this has been resolved. Please enjoy the remainder of your evening and if you ever need us we are just a tweet away. 
^HSB
Customer: @VerizonSupport Thank you guys...thank you for responding to my tweet. ..sorry I just saw your kind reply 👍😊",VerizonSupport
115722,"Customer: Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/9VCczJLyxO
Customer: @115722 Looks good here!

https://t.co/03ET59M0kg
Company: @531905 Enjoy those speeds! Here is some info on IPv6 https://t.co/bezIIwvuIc
^ACM",VerizonSupport
115722,"Customer: Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/9VCczJLyxO
Customer: @115722 except half the time it doesn’t work
Company: @620321 It is set to complete by 8:15am by default but they usually complete sooner. We appreciate your patience in the matter.  ^JRA",VerizonSupport
115722,"Customer: Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/9VCczJLyxO
Customer: @115722 Another outag https://t.co/aaIkaI91ri
Company: @703686 Are all the channels like this on all the TV's.
^JAY
Customer: @VerizonSupport Yup... and I just signed a multi yeah contract with you all
Company: @703686 Could you power cycle your router and then your cable boxes once the router is back up please. ^RMD
Customer: @VerizonSupport It's been done. Still an issue",VerizonSupport
115722,Customer: Switch to Fios because gaming is best on a 100% fiber-optic network. https://t.co/9VCczJLyxO,
